ticker,52WeekChange_imputed,Avg Volume_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next 5Y_imputed,EPS next Q_imputed,EPS next Y_imputed,Employees_imputed,Forward P/E_imputed,Insider Own_imputed,Insider Trans_imputed,LT Debt/Eq_imputed,Market Cap_imputed,P/E_imputed,P/FCF_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Quarter_imputed,Quick Ratio_imputed,Recom_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,Short Ratio_imputed,ask_imputed,dayHigh_imputed,enterpriseToEbitda_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,previousClose_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,regularMarketPreviousClose_imputed,regularMarketPrice_imputed,shortRatio_imputed,twoHundredDayAverage_imputed
ACIU,0.5463917,1010000000.0,1.11,0.0,20.6,0.01,0.2,-0.28,0.0,8.0,12.33,0.001,0.0,0.01,27970000000.0,102.44,0.22,-0.20920000000000002,-0.3617,1.3784999999999998,20.6,1.7,0.0,0.11079204,0.03,0.5088,5.62,-4.081,0.7605343,0.25,17.275,5.15,0.01,4.08,0.06942094,5.62,2.66,5.15,4.08,5.15,0.17,12.840109
ACRX,0.5463917,1450000000.0,1.57,0.48,3.0,0.0,0.2,-0.08,0.0,2.0,15.7,0.011000000000000001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.8,2.0,0.0,0.11079204,5.36,1.57,1.83,-4.081,0.7605343,0.7,17.275,1.77,-0.04,2.27,31.4582,1.83,1.51,1.77,2.27,1.77,0.07,12.840109
ACST,-0.8817734,5860000000.0,1.59,0.0,0.1,0.0,0.2,-0.16,0.34,2.0,12.33,0.0929,0.0,0.0,27970000000.0,3.64,0.07,1.3781,1.7558,1.3784999999999998,0.1,2.0,-0.115,0.11079204,0.19,0.5088,0.2298,-0.79,0.508,0.18,17.275,0.55,-0.04,4.08,0.06942094,0.2298,2.66,0.55,4.08,0.55,0.07,0.56108695
AHT,0.5463917,1550000000.0,1.59,13.62,1.1,0.0,0.05,-15.0,0.43700000000000006,116.0,12.33,0.03,0.0,0.0,20620000000.0,102.44,0.22,-0.8005,-0.4537,1.3784999999999998,0.8,2.8,-0.8959999999999999,0.11079204,1.44,1.57,1.72,25.753,2.9805715,1.35,-0.08101473,1.72,-0.01,1.71,0.019692674,1.72,1.35,1.72,1.71,1.72,1.94,12.840109
AIM,0.5463917,6050000000.0,1.82,0.92,42.2,0.05,0.25,-0.08,0.14,31.0,15.7,0.005,0.1335,0.04,27970000000.0,102.44,0.22,1.3781,1.7558,0.0,42.2,2.0,0.379,0.11079204,0.36,2.25,2.49,-4.817,2.2905715,0.38,-7.25,2.4,-0.23,2.54,0.06942094,2.49,1.97,2.4,2.54,2.13,0.08,12.840109
ALT,6.1393037,1190000000.0,1.59,0.0,1.1,0.01,0.2,-0.76,0.0,25.0,3.35,0.002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,-0.4302,0.49520000000000003,17.9,2.0,-0.563,0.11079204,0.01,13.3,0.75,-14.83,0.7605343,0.25,17.275,1.81,0.01,4.08,0.06942094,0.75,2.66,1.81,4.08,1.81,0.04,12.840109
AMPE,0.5463917,1190000000.0,1.82,0.03,2.7,0.0,0.2,-0.02,0.0,9.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.7,2.0,0.0,0.11079204,0.01,0.84,0.55,-4.081,0.7605343,0.26,17.275,0.99,0.01,2.27,0.06942094,0.55,2.66,0.99,2.27,0.99,0.07,0.65224636
APM,0.5463917,1380000000.0,1.59,0.13,2.0,0.01,0.2,-0.29,0.016,36.0,12.33,0.3766,0.0,0.01,27970000000.0,102.44,0.22,-0.0819,1.7558,1.3784999999999998,2.0,2.0,0.365,0.11079204,0.03,1.58,1.72,-4.081,0.7605343,1.16,-4.62069,1.58,0.01,2.27,0.06942094,1.72,2.66,1.58,2.27,1.58,0.58,12.840109
APT,0.5463917,2690000000.0,1.59,0.19,4.2,0.0,0.15,-0.1,0.0,8.0,5.67,0.002,0.0,0.0,27970000000.0,16.66,10.73,1.3781,1.7558,1.3784999999999998,3.2,1.0,0.0,0.11079204,1.33,2.25,0.75,-4.081,0.7605343,1.5,17.275,1.81,0.5,4.08,0.06942094,0.75,3.5,1.81,2.27,0.55,0.08,12.840109
AQB,0.7824428,3680000000.0,1.11,0.0,1.1,0.14,0.2,-0.08,0.0,64.0,15.7,0.003,0.0,0.14,27970000000.0,102.44,0.22,1.3781,0.4175,1.3784999999999998,1.8,1.7,0.0,0.11079204,0.52,0.5088,0.75,-4.081,0.7605343,0.25,17.275,1.81,-0.04,4.08,3226.1782,0.75,4.02,1.81,4.08,4.6,0.42,12.840109
ASM,0.5463917,2230000000.0,1.59,0.11,2.9,0.09,0.2,0.01,0.0,2.0,10.19,0.006999999999999999,0.0,0.02,80060000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.4,2.0,0.0,0.11079204,0.04,0.5088,1.02,-4.081,0.7605343,0.26,17.275,0.55,-0.04,1.05,0.06942094,1.02,0.9164,0.55,1.05,0.55,0.3,12.840109
AVDL,0.5463917,1550000000.0,1.39,0.19,10.3,0.0,0.15,-0.25,0.159,50.0,12.33,0.005,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,-0.3825,10.3,1.4,0.0,0.11079204,7.43,0.5088,5.88,-15.605,0.7605343,0.25,17.275,0.55,-1.88,5.85,0.06942094,5.88,2.66,0.55,5.85,0.55,2.79,12.840109
BLNK,0.5463917,1550000000.0,2.7,0.13,1.6,0.17,0.2,-0.1,0.0,7.0,15.7,0.002,0.0526,0.09,27970000000.0,102.44,0.22,1.3781,-0.0434,1.3784999999999998,1.1,2.5,0.0,0.11079204,0.01,0.5088,0.55,-4.081,0.7605343,0.25,17.275,1.81,0.01,9.01,0.06942094,0.55,2.66,1.81,9.01,0.55,0.53,12.840109
BOXL,0.5463917,1190000000.0,1.82,0.12,1.3,0.66,0.2,-0.02,0.0,68.0,15.7,0.006,-0.8959999999999999,0.12,27970000000.0,102.44,0.22,1.3065,-0.1173,1.3784999999999998,1.1,1.7,0.0,0.11079204,0.08,0.5088,1.65,-4.081,0.7605343,0.25,17.275,1.62,-0.04,1.71,0.06942094,1.65,1.01,1.62,1.71,1.62,0.15,12.840109
BSGM,-0.34306568,1550000000.0,1.54,1.29,10.7,0.0,0.2,-0.45,1.263,33.0,9.15,0.08800000000000001,0.0045000000000000005,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,-0.36810000000000004,10.5,2.0,0.0,0.11079204,4.32,1.7,0.75,-4.081,7.561143,1.5,17.275,5.19,0.01,8.14,0.06942094,0.75,5.31,5.19,8.14,0.55,5.21,7.638406
BTU,0.5463917,2000000000.0,1.4,9.42,2.0,1.71,0.2,-0.92,0.856,6600.0,12.33,0.015,-0.0323,1.7,266010000000.0,102.44,0.22,-0.1586,1.7558,1.3784999999999998,1.6,3.0,-0.455,0.11079204,4.15,2.45,3.44,2.852,0.7605343,2.27,17.275,3.35,0.01,2.27,0.09206295,3.44,3.51,3.35,2.27,3.35,4.59,12.840109
CLSK,0.5463917,2230000000.0,1.59,0.15,4.5,0.04,0.2,-0.27,0.0,2.0,15.7,0.001,0.0,0.04,27970000000.0,102.44,0.22,1.3781,-0.0542,1.3784999999999998,1.3,2.0,1.8330000000000002,0.11079204,0.04,2.25,0.75,-4.081,0.7605343,0.97,17.275,1.81,0.01,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.04,12.840109
CLVS,0.5463917,1550000000.0,1.59,0.02,2.9,0.0,0.6609999999999999,-0.99,0.159,28.0,12.33,0.004,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.6,3.3,0.0,0.11079204,0.03,0.5088,6.97,-4.081,0.7605343,0.25,17.275,0.55,-0.02,4.08,3.4637885,6.97,2.66,0.55,4.08,0.55,0.08,12.840109
CNST,0.5463917,1060000000.0,1.59,0.0,19.2,0.06,0.2,-0.1,0.0,8.0,12.33,0.129,-0.0053,0.06,27970000000.0,102.44,0.22,-0.4169,1.7558,1.3784999999999998,19.2,2.1,0.0,0.11079204,0.04,1.74,19.83,-4.081,0.7605343,0.25,17.275,19.79,0.01,4.08,0.06942094,19.83,2.66,19.79,4.08,19.79,0.07,12.840109
DSS,0.5463917,1250000000.0,1.11,1.35,4.3,0.19,0.2,-0.19,1.219,100.0,32.57,0.001,0.0,0.17,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,3.7,2.0,0.0,0.11079204,0.21,4.75,0.75,-4.081,6.7854285,0.38,17.275,5.19,0.01,4.08,1.1742024,0.75,4.46,5.19,4.08,5.19,0.24,12.840109
EQ,0.5463917,2820000000.0,1.59,1.73,13.0,0.0,0.2,-0.4,0.0,22.0,12.33,0.002,0.0,0.32,135310000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,13.0,1.2,0.0,0.11079204,0.21,2.25,0.75,-4.081,6.987143,0.25,17.275,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.04,12.840109
EVGN,0.5463917,1190000000.0,1.59,0.0,1.0,0.0,0.2,-0.1,0.0,2.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.3,3.0,0.0,0.11079204,0.08,2.98,3.44,-4.081,0.7605343,0.75,17.275,3.35,0.01,4.08,0.06942094,3.44,2.66,3.35,4.08,3.35,0.07,12.840109
EXK,0.38636363,6010000000.0,1.55,0.19,3.1,0.09,0.2,0.04,0.0,7.0,13.92,0.024,0.0,0.06,519350000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.5,2.4,-0.28600000000000003,0.11079204,0.66,3.36,0.75,-32.07,0.7605343,1.5,16.947369,3.52,0.01,2.27,0.06942094,0.75,2.66,3.52,2.27,3.52,0.08,2.5236957
FI,0.5463917,1550000000.0,1.37,0.0,3.8,0.0,0.2,-0.08,0.19399999999999998,3100.0,12.33,0.036000000000000004,-0.1818,0.0,27970000000.0,102.44,43.54,1.3781,-0.1417,1.3784999999999998,3.1,2.6,-0.447,0.11079204,1.81,1.69,2.28,14.901,0.7605343,1.66,17.275,2.28,0.13,2.38,0.77159333,2.28,1.59,2.28,2.38,2.28,3.27,12.840109
FLDM,0.5463917,1550000000.0,1.11,0.68,2.0,0.41,-0.0806,-0.2,0.0,28.0,149.8,0.008,0.0,0.41,27970000000.0,102.44,0.22,1.3781,1.7558,1.0163,1.6,1.7,0.0,0.11079204,1.54,0.5088,0.55,-4.081,0.7605343,0.25,17.275,0.55,-0.04,2.27,0.06942094,0.55,5.5,0.55,2.27,0.55,0.08,4.748913
FLUX,0.5463917,2230000000.0,0.45,0.07,0.6,0.0,0.2,-0.06,0.0,103.0,12.33,0.011000000000000001,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.3,2.0,1.8330000000000002,0.11079204,0.02,0.5088,0.75,-3.673,0.7605343,0.25,17.275,0.55,-0.04,4.08,1.9664088,0.75,2.66,0.55,4.08,0.55,0.04,12.840109
FRAN,-0.7137681,1550000000.0,2.51,6.43,0.6,0.85,0.1,-0.1,0.0,1159.0,12.33,0.0567,0.0,0.0,12430000000.0,102.44,0.22,0.4451,-0.26539999999999997,-0.060700000000000004,0.4,3.0,-0.28600000000000003,0.11079204,0.96,2.96,2.85,-32.07,5.4862857,1.7,17.275,3.01,0.01,2.79,0.02973206,2.85,3.5,3.01,2.79,3.01,2.44,3.987971
FSM,0.5463917,1550000000.0,2.89,0.02,1.0,0.0,0.2,0.1,0.0,9.0,21.21,0.008,0.0,0.0,1120000000.0,7000.0,0.22,1.3781,1.7558,1.3784999999999998,1.3,3.0,0.0,0.11079204,0.04,6.12,0.55,-4.081,6.8519998,1.47,17.275,1.81,0.01,4.08,0.06942094,0.55,2.66,1.81,4.08,0.55,0.04,12.840109
GAN,0.27245283,1190000000.0,1.59,0.0,1.0,0.0,0.2,0.02,2.062,8.0,107.29,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,0.0,0.11079204,0.04,2.25,0.75,-4.081,20.235714,0.25,17.275,1.81,0.01,9.04,0.06942094,0.75,2.66,1.81,1.92,1.81,0.04,12.840109
GLBS,-0.9533074,1190000000.0,0.89,0.1,2.2,1.74,0.2,-0.06,-0.258,2.0,12.33,0.46240000000000003,0.0,1.6,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.2,3.0,0.0,0.11079204,0.24,0.5088,0.55,-4.081,0.7605343,0.1,17.275,0.121,0.01,4.08,0.06942094,0.55,2.66,0.121,4.08,0.121,0.26,12.840109
GLNG,-0.22417748,1200000000.0,0.91,1.36,0.2,2.11,0.15,-0.07,1.077,1647.0,149.8,0.465,0.0,1.12,1070000000.0000001,102.44,7.28,-0.1478,1.7558,-0.066,0.2,1.5,0.057,0.11079204,4.34,7.09,13.3,13.197,0.7605343,4.54,197.33334,6.97,0.03,11.35,1.2813916,13.3,1.01,6.97,11.35,6.97,6.02,12.840109
GNCA,0.5463917,1550000000.0,2.47,0.77,1.1,0.0,0.2,-0.24,0.0,59.0,12.33,0.002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,-0.057300000000000004,0.0,1.1,1.4,0.0,0.11079204,0.01,2.25,2.25,-4.081,0.7605343,1.1,17.275,2.4,0.01,2.45,0.06942094,2.25,2.66,2.4,2.45,2.4,0.07,12.840109
GP,0.5463917,1060000000.0,4.95,0.0,1.0,0.0,0.2,-0.1,-0.536,2.0,12.33,0.001,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,-0.073,0.11079204,0.57,10.09,0.75,-4.081,0.7605343,1.92,17.275,1.81,0.01,1.92,0.06942094,0.75,1.62,1.81,1.92,1.81,0.24,12.840109
GPL,0.5463917,1190000000.0,1.92,0.19,1.1,0.0,0.2,0.04,3.0,2.0,4.09,0.002,0.0,0.21,27970000000.0,102.44,17.86,1.3781,-0.1429,1.3784999999999998,0.8,3.0,0.0,0.11079204,0.72,0.5088,0.75,-4.081,0.7605343,0.23,27.643333,0.92,-0.04,2.27,0.06942094,0.75,1.01,0.92,2.27,0.92,0.56,0.60572463
HTBX,0.5463917,1190000000.0,1.82,0.31,7.7,0.01,0.2,-0.04,0.0,36.0,15.7,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,7.7,2.0,1.0,0.11079204,0.23,1.7,0.75,-4.081,1.4654286,0.2,17.275,1.81,0.01,1.41,0.06942094,0.75,1.07,1.81,1.41,1.81,0.43,12.840109
IBIO,0.5463917,1550000000.0,1.59,0.06,1.7,8.4,0.2,-0.05,0.0,7.0,15.7,0.008,0.0,8.03,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.7,2.0,-0.8,0.11079204,0.65,2.09,2.25,-4.081,0.7605343,0.25,-7.25,1.81,-0.04,2.27,269.65915,2.25,2.03,1.81,2.27,1.81,0.46,12.840109
IDEX,0.5463917,1190000000.0,1.59,0.15,1.5,0.15,0.2,-0.1,0.0,60.0,12.33,0.003,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,1.3,3.0,0.0,0.11079204,0.04,0.82,0.9,-4.081,0.7605343,0.28,17.275,1.81,0.01,2.27,0.06942094,0.9,0.81,1.81,2.27,0.55,1.96,1.0463043
ISEE,0.5463917,1190000000.0,1.11,0.0,21.1,0.0,0.2,-0.22,0.059000000000000004,8.0,12.33,0.003,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,21.1,1.7,0.0,0.11079204,0.03,5.23,0.55,-4.081,0.7605343,1.5,17.275,2.4,0.01,4.08,0.06942094,0.55,5.04,2.4,4.08,0.55,0.17,12.840109
JE,-0.9955249,2280000000.0,1.59,0.0,0.1,0.0,0.2,0.15,-0.536,880.0,12.33,0.42979999999999996,0.0,0.0,1070000000.0000001,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,1.7,-0.115,0.11079204,0.11,1.74,0.75,-4.081,0.7605343,0.24,0.5403846,0.39,0.01,4.08,0.06942094,0.75,2.66,0.39,4.08,0.39,0.48,12.840109
JMIA,0.5463917,1550000000.0,1.59,0.0,2.6,0.05,0.2,-0.6,0.0,7.0,12.33,0.001,0.0,0.03,27970000000.0,102.44,0.07,1.3781,-0.2986,1.3784999999999998,2.5,3.0,-0.11,0.11079204,0.04,2.25,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.84,12.840109
KODK,0.5463917,1550000000.0,6.17,2.37,2.1,0.0,-0.12,-0.1,0.0,4922.0,15.7,0.106,0.0296,0.0,27970000000.0,102.44,0.22,3.8798000000000004,1.7558,1.3784999999999998,1.3,2.0,-0.08199999999999999,0.11079204,0.52,2.25,0.75,-4.081,0.7605343,1.5,17.275,1.81,0.01,2.27,0.06942094,0.75,8.69,1.81,2.27,1.81,0.08,12.840109
KOS,0.5463917,9080000000.0,1.59,0.43,1.1,4.76,0.23800000000000002,-0.18,0.0,2.0,149.8,0.006999999999999999,0.0,0.0,27970000000.0,102.44,1.56,1.3781,1.7558,-0.4,0.8,2.4,0.0,0.11079204,0.01,1.07,1.2,-4.081,0.7605343,0.5,17.275,1.81,-0.07,1.18,0.06942094,1.2,1.05,1.81,1.18,0.55,4.25,1.475145
LAC,0.5463917,1550000000.0,4.95,0.0,1.0,0.0,0.2,-0.1,0.0,321.0,12.33,0.3737,0.0,0.0,1150000000.0,30.99,0.22,1.3781,0.020099999999999996,1.3784999999999998,1.3,2.0,0.0,0.11079204,1.32,12.8,0.55,-4.081,7.758,1.92,17.275,1.81,0.01,9.04,-766.82184,0.55,12.61,1.81,9.04,1.81,0.04,12.840109
LXU,0.5463917,1550000000.0,3.2,0.0,1.7,0.0,0.12,-0.08,0.0,2.0,15.7,0.012,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,0.5455,1.6,2.0,0.0,0.11079204,1.33,1.76,0.75,-4.081,0.7605343,0.25,-1.0303031,1.81,-0.06,1.92,0.06942094,0.75,1.64,1.81,1.92,0.55,0.08,12.840109
MAG,0.5463917,1190000000.0,1.37,0.93,116.5,0.0,0.2,-0.01,0.0,8.0,42.86,0.002,0.0,0.0,1360000000.0,102.44,0.22,1.3781,1.7558,0.1202,116.5,2.0,0.0,0.11079204,0.04,2.25,0.75,-4.081,0.7605343,1.5,17.275,1.81,0.01,16.14,0.06942094,0.75,2.66,1.81,16.14,0.55,0.04,12.840109
MICT,0.5463917,1240000000.0,1.35,0.74,1.1,2.16,0.2,-0.1,0.871,53.0,12.33,0.233,-0.2645,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.9,2.0,0.0,0.11079204,0.35,3.12,5.105,-4.081,0.7605343,0.38,17.275,4.01,0.01,3.85,0.06942094,5.105,4.7,4.01,3.85,4.01,0.17,1.8973669
MUR,0.5463917,3860000000.0,3.35,0.96,1.1,0.0,0.2,-0.19,-0.145,28.0,12.33,0.011000000000000001,-0.0064,0.65,1360000000.0,102.44,0.22,1.3781,1.7558,-0.3709,1.0,2.9,-0.847,0.11079204,4.5,9.35,0.75,-4.081,13.290882,4.5,-10.493977,0.55,0.5,2.27,0.06942094,0.75,3.5,0.55,2.27,0.55,0.08,11.608044
NAOV,0.5463917,3910000000.0,-0.45,0.0,0.6,0.0,0.2,-0.1,0.0,10.0,12.33,0.1119,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.5,2.0,0.0,0.11079204,0.02,0.5088,1.07,-4.081,0.93831426,0.535,-1.2962962,1.01,0.01,1.2,17.506496,1.07,2.66,1.01,1.2,1.01,0.24,12.840109
NBLX,0.5463917,1550000000.0,2.03,0.14,1.3,0.0,-0.0834,0.56,0.0,28.0,4.31,0.008,0.0,0.0,27970000000.0,3.9,13.97,1.3781,1.7558,1.3784999999999998,1.1,3.0,0.0,0.11079204,0.01,0.5088,0.75,-4.081,0.7605343,1.81,17.275,7.64,0.01,2.27,0.06942094,0.75,3.5,7.64,2.27,7.64,1.28,12.840109
NEX,-0.58557045,1270000000.0,3.4,1.65,2.5,0.48,0.2,-0.39,0.203,6525.0,15.7,0.017,0.0,0.47,483240000000.0,102.44,4.32,0.0728,-0.2107,-0.37920000000000004,2.3,2.3,-0.541,0.11079204,2.94,1.74,2.44,2.679,2.7214286,0.25,17.275,1.88,0.01,2.47,0.20048358,2.44,2.17,1.88,2.47,1.88,0.08,2.5371015
NEXT,0.5463917,1190000000.0,-0.12,0.29,0.6,0.0,0.006,-0.06,0.14800000000000002,74.0,12.33,0.002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,0.24170000000000003,1.2,3.1,0.0,0.11079204,1.04,2.98,3.81,-4.081,1.8476471,1.115,17.275,3.81,-22.65,2.33,0.06942094,3.81,2.66,3.81,2.33,3.81,5.14,12.840109
NGD,0.5463917,2230000000.0,1.59,1.0,5.1,0.0,0.05,0.0,0.833,2.0,12.22,0.036000000000000004,0.0,1.32,1110000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.4,2.7,0.0,0.11079204,0.03,1.61,0.75,15.653,0.7605343,0.25,17.275,1.81,-1.84,1.83,1.8978032,0.75,1.01,1.81,1.83,1.81,0.07,12.840109
NR,0.5463917,2230000000.0,3.15,0.4,4.0,0.27,0.2,-0.17,0.742,2200.0,15.7,0.026000000000000002,0.0,0.25,27970000000.0,102.44,3.06,1.3781,1.7558,-0.5024000000000001,2.1,2.2,-0.529,0.11079204,1.25,1.1,1.45,10.541,1.8751428,0.65,17.275,1.44,-0.05,1.18,0.06942094,1.45,1.05,1.44,1.18,1.44,0.08,1.7119565
NTN,0.5463917,4059999999.9999995,0.72,0.77,1.3,1.68,0.2,-0.08,0.0,38.0,12.33,0.064,0.0,0.84,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,0.0,0.11079204,0.01,2.25,0.75,-4.081,2.021143,0.94,17.275,1.96,0.01,2.02,0.06942094,0.75,2.66,1.96,2.02,1.96,0.08,1.7119565
OESX,0.5463917,1550000000.0,2.03,0.35,1.9,0.0,0.25,0.0,2.0,28.0,21.14,0.08199999999999999,0.0,0.0,27970000000.0,43.96,28.3,1.3781,1.7558,1.3784999999999998,1.0,2.0,0.0,0.11079204,3.99,2.25,0.75,-4.081,0.7605343,0.25,16.904762,1.81,2.22,8.11,0.06942094,0.75,6.11,1.81,8.11,1.81,0.08,4.514855
ONTX,-0.7217392,22100000000.0,2.0,0.15,3.2,0.0,0.2,-0.03,-0.077,25.0,12.33,0.002,-0.6916,0.0,27970000000.0,3.64,0.22,1.3781,-0.21230000000000002,-0.4754,3.2,3.0,-0.95,0.11079204,0.68,0.5088,0.309,-4.081,0.57685715,0.1,17.275,0.55,0.01,2.27,0.06942094,0.309,2.66,0.55,2.27,0.55,0.53,0.52
PASG,0.5463917,1190000000.0,1.59,0.0,1.1,0.0,0.2,-0.76,-0.536,20.0,12.33,0.002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,26.1,2.5,0.0,0.11079204,0.04,2.25,0.55,-4.081,0.7605343,1.5,17.275,1.81,0.01,1.92,0.06942094,0.55,2.66,1.81,1.92,0.55,0.04,12.840109
PLM,0.2571429,2690000000.0,0.56,0.07,1.2,0.07,0.2,-0.01,0.0,21.0,12.33,0.22,0.0,0.07,316840000000.0,102.44,0.22,0.28350000000000003,-0.242,-0.23329999999999998,1.2,2.0,0.0,0.11079204,0.23,3.66,3.78,-32.097,4.336571,1.5,-122.66667,4.01,-1.99,4.4,0.06942094,3.78,3.5,4.01,4.4,4.01,0.34,3.3186955
RES,0.5463917,1250000000.0,2.03,0.69,7.0,0.0,0.52,-0.1,0.0,2700.0,12.33,0.002,0.0,0.0,27970000000.0,102.44,7.32,1.3781,1.7558,1.3784999999999998,5.4,3.5,0.0,0.11079204,0.03,0.5088,2.28,-32.07,0.7605343,1.5,17.275,3.01,-0.17,2.27,0.06942094,0.55,2.52,3.01,2.27,3.01,0.08,12.840109
RFP,0.5463917,3680000000.0,3.53,0.34,2.8,0.0,0.0021,0.6,0.0,95.0,6.19,0.004,0.0,0.5,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.2,3.0,0.0,0.11079204,0.03,4.55,0.75,-4.081,0.7605343,0.9,17.275,0.55,0.01,4.08,0.14196144,0.75,3.5,0.55,4.08,0.55,0.91,12.840109
RIG,-0.7559198,28460000000.0,2.39,2.53,2.1,0.82,0.048,-0.14,-0.282,6600.0,12.33,0.0575,0.0,0.77,566100000000.0,3.64,0.22,-0.3295,-0.5446,-0.6434000000000001,1.8,3.6,0.22699999999999998,0.11079204,4.44,1.02,1.02,7.574,1.8534286,0.76,-0.93577975,1.23,-0.24,1.34,0.16659494,1.02,1.01,1.23,1.34,1.23,4.92,1.7742753
RIOT,0.5543767,2230000000.0,1.59,0.34,2.0,0.0,0.2,-0.08,0.0,6.0,15.7,0.035,-0.0263,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,12.9,3.0,0.0,0.11079204,0.03,2.25,0.55,-4.081,3.445857,0.35,-7.25,2.9,-0.25,2.93,0.06942094,0.55,2.6,2.9,2.93,2.9,0.54,12.840109
RMTI,0.5463917,1190000000.0,0.94,0.43,4.5,1.28,0.38,-0.1,0.0,299.0,149.8,0.019,0.0,1.28,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.1,2.0,0.0,0.11079204,0.03,1.69,1.31,-4.081,1.4654286,1.1,17.275,1.81,-0.08,2.27,0.06942094,1.31,1.01,1.81,2.27,0.55,0.08,12.840109
RVP,6.3302746,1550000000.0,1.79,0.48,3.1,0.12,0.2,-0.1,0.0,28.0,15.7,0.001,0.0,0.09,27970000000.0,45.03,115.0,1.3781,1.7558,1.3784999999999998,2.3,2.0,0.0,0.11079204,0.01,7.09,0.55,49.953,0.7605343,0.97,17.275,1.81,0.01,4.08,0.06942094,0.55,6.11,1.81,2.27,1.81,2.83,12.840109
RYAM,0.5463917,1550000000.0,1.59,0.86,1.9,1.66,0.2,-0.18,0.41700000000000004,4000.0,70.83,0.022000000000000002,0.0,1.64,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.1,2.2,-0.11900000000000001,0.11079204,3.36,0.5088,4.02,-4.081,0.7605343,0.9,17.275,4.01,0.02,4.03,0.13189892,4.02,3.51,4.01,4.03,4.01,0.08,12.840109
SCS,0.5463917,1550000000.0,2.51,0.02,1.8,0.51,0.1,0.16,0.0,2.0,16.64,0.031,0.0,0.51,27970000000.0,10.23,4.91,1.3781,1.7558,1.3784999999999998,1.5,2.0,0.0,0.11079204,0.04,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,-0.04,11.35,0.06942094,0.75,9.56,0.55,11.35,0.55,0.08,12.840109
SILV,0.5463917,1190000000.0,0.99,0.0,1.1,0.0,0.2,17.38,0.0,8.0,0.53,0.001,0.0,0.0,1110000000.0,3.64,0.22,1.3781,-0.061500000000000006,1.3784999999999998,1.3,2.0,-0.115,0.11079204,0.04,3.14,0.75,-4.081,0.7605343,1.5,17.275,1.81,0.01,9.3,5.778923,0.75,2.66,1.81,9.3,0.55,0.04,12.840109
